3.582275951131852310e+01 1.952804484263389639e+01 3.203980033521402504e+01
5.194077863435982323e+01 3.492395963901724798e+01 3.577756605214781160e+01
1.499911477668025839e+01 3.560071752546134860e+01 1.346436377093512426e+01
2.297848765237690571e+01 3.540751163362596543e+01 7.280666044000555281e+00
4.934485123005270424e+00 2.290325001960712825e+01 3.681939313488798859e+01
1.116622714677960992e+01 3.598174705292980491e+01 1.587261244918390801e+01
2.065262588632169027e+01 3.501551692180692044e+01 5.408618920377570305e+01
6.287033990530195737e+00 3.334140643152675665e+01 3.420039708230643782e+01
9.911046585554574406e+00 1.606956701050415859e+01 2.755170011891911841e+01
3.123024591440285747e+01 3.449887706285508671e+01 4.088622537645423449e+01
5.483953533869239116e+00 3.229292506520577177e+01 1.914028080091812356e+01
2.678304799434398120e+01 2.959041997283831549e+01 3.706174301049247077e+01
3.590221650650503449e+01 3.589375836600949299e+01 4.744682388345999868e+01
1.230300921370628764e+01 3.506567530469246208e+01 4.711833699372279938e+01
2.616654191052561984e+01 1.791338658701891973e+01 5.834568998703745279e+01
5.823510422852572077e+01 2.161259093869550085e+01 1.366448560519030941e+01
1.851032326130727412e+01 2.326739697662466710e+01 6.243584826564205770e+01
6.241818385399677993e+01 2.827942279814214999e+01 2.000076026614276259e+01
2.410577866391665580e+01 2.566660297481641351e+01 3.597749652298116274e+01
4.155820788977460722e+01 3.484221346885552606e+01 3.146834532911964644e+01
2.277849747176202655e+01 2.605118156948578800e+01 4.056464805533648743e+00
5.215972599153684541e+01 2.127839638382503651e+01 4.757420943062711416e+01
3.619190648021881884e+01 2.318206531305145290e+01 2.552327649932778897e+01
1.009449607056471088e+01 1.933909070584825685e+01 5.073780583291524238e+01
1.222245019482970285e+01 3.421977406357518703e+01 4.943405956638552823e+01
8.408616100307831687e+00 3.584368684819367701e+01 2.017175868513280435e+01
2.462401642706600313e+01 1.631656019294555904e+01 7.411790114839432952e+00
6.934343584046053444e+00 2.654504157904413120e+01 1.008337728740984218e+01
1.366120915880994069e+01 2.597904401125039442e+01 5.923754220979535035e+01
5.043207017404667702e+00 2.124768772424304686e+01 1.622864205464643916e+01
5.345136582939231573e+01 2.437937202225647582e+01 4.774544616774950612e+01
5.413654337933760985e+01 1.903229509210734349e+01 1.256743086427979250e+01
3.178679953068456143e+01 2.728931175861768210e+01 4.387400947864802170e+00
2.138297312901649150e+01 3.267496395898871953e+01 5.421503397685793146e+00
3.495601895262193182e+01 3.037023221325256017e+01 5.944686645445326434e+01
5.271645303845537711e+01 1.632186956647310083e+01 2.211257257344608362e+01
4.970170294217547990e+01 3.464605532307649582e+01 4.052909366361668475e+01
4.196342698297998552e+00 2.228025157662825961e+01 2.280173890703236239e+01
4.894868424950144004e+01 2.591129385356492421e+01 5.232879018746523769e+01
5.038094435987400033e+01 2.788711163161712747e+01 8.481110282577818182e+00
3.899494104351407486e+01 1.730642050253769426e+01 3.315482154720169206e+01
3.582393340143669036e+01 3.531393558713612180e+01 5.063587421941763722e+01
1.363435888266140772e+01 3.489913208202691663e+01 3.465791761847161467e+01
5.303784514750425672e+01 1.645056021563395277e+01 2.055925381002635888e+01
4.309496531800305519e+01 2.440732914339683290e+01 5.965507108941330294e+00
1.691434518141781140e+01 2.467113231890324343e+01 2.983762149249515971e+01
1.102909300743651855e+01 2.568505335797300404e+01 5.600070212211615939e+01
2.939146789655904968e+01 1.817468679890992433e+01 1.402457218346567025e+01
2.600544676326034121e+01 3.071608955122982465e+01 4.672091467795315367e+00
5.104821458356879305e+01 3.216021658292189045e+01 4.499001223958600093e+01
5.158489216774216679e+00 3.029624903786064749e+01 1.707097301051655691e+01
2.247942829453655023e+01 2.185177692027055940e+01 6.295129907267008917e+01
