1.894578925209675901e+01 3.193465608807549572e+01 2.912030654000788132e+01
3.540188897348766517e+01 2.205288307662484826e+01 2.572713911753540472e+01
2.396707820305008241e+01 1.665711698685756659e+01 2.133567124155683103e+01
1.906466175210869451e+01 2.068165318504680172e+01 3.166976965171051361e+01
3.044152479517431331e+01 3.331469422220570920e+01 2.883112587553011252e+01
2.927906084554794219e+01 3.150567797560701422e+01 1.870764810536586609e+01
3.060499613648106276e+01 2.707460784092101846e+01 3.389398829370099264e+01
3.035506749851672126e+01 1.962999723451877543e+01 3.186686595075330075e+01
2.160852443987744564e+01 2.247552926757299119e+01 3.480527811382816594e+01
2.273042410333432528e+01 1.712703333501867320e+01 2.971818735363553188e+01
3.559076619316565626e+01 2.627191946186216498e+01 2.731975594539240859e+01
3.562850508062748389e+01 2.318029401697901193e+01 2.339159753027228561e+01
2.754213013358558726e+01 2.083685777863406940e+01 3.440358542830372102e+01
2.662234760202595396e+01 3.206034491094060002e+01 3.285728887479283600e+01
2.675596220766225386e+01 2.892310148726224384e+01 1.673167763420372012e+01
2.631902468041887033e+01 2.801375542998895796e+01 1.642465246133258816e+01
2.186599082289340501e+01 3.496667800194610720e+01 2.259031253645341764e+01
1.785684643963933382e+01 2.380057222919248261e+01 3.159684010067541493e+01
2.300183049025489268e+01 2.593821178555641538e+01 3.569527469109951312e+01
2.320208384247962741e+01 3.238866026263769271e+01 1.849717122217345278e+01
1.806763188079943916e+01 1.905502748981612626e+01 2.691805667333352048e+01
3.160070327884597319e+01 3.302064050451734545e+01 2.267456508475680010e+01
2.411384388103354226e+01 2.840610105325678347e+01 3.528156612138590731e+01
2.036779539798514449e+01 3.072350302081548890e+01 3.231055989298431541e+01
1.841759573590265830e+01 2.704689015045711287e+01 3.222443934394883058e+01
2.723578921261717056e+01 1.621060406950160626e+01 2.437778366887389581e+01
2.815809245128957983e+01 3.524236003108349990e+01 2.332541291548131923e+01
1.690975153619291760e+01 2.421014054227065770e+01 2.067351885881818419e+01
2.129189246007357994e+01 2.253351358964117068e+01 1.691472073290538702e+01
3.198029859465622593e+01 2.700693053855745163e+01 3.282653717206559918e+01
1.928453300349228883e+01 2.035950205221467257e+01 3.164964834866003685e+01
2.516115960903441362e+01 2.529584426757247684e+01 3.599322447770062183e+01
2.607381182434524547e+01 2.546232131792573483e+01 3.591932933323320043e+01
3.531948914093709391e+01 2.196119094299340802e+01 2.612092480799661587e+01
3.391179457809322173e+01 2.322644429140298428e+01 3.066916522171218062e+01
2.666586852765703597e+01 2.091724376891021109e+01 3.468658081555995665e+01
2.265276125039519428e+01 3.218472905742386558e+01 3.248196100477831294e+01
3.255248323349569262e+01 3.021655956810188570e+01 2.020229396163501434e+01
2.116370996580019082e+01 1.671714820830140980e+01 2.402066623641077925e+01
1.915037120681061467e+01 2.752390331436918203e+01 1.813327926051302441e+01
2.810652610564294918e+01 2.798980319622667778e+01 3.490566988659324466e+01
1.618657948788393242e+01 2.529696376263758850e+01 2.716858490102071144e+01
3.387690807655371117e+01 2.683314245564923439e+01 1.986739501808938257e+01
3.353367962594486329e+01 2.019042817051682448e+01 2.855193818821889451e+01
2.446709703262226654e+01 3.564343758829755160e+01 2.741838193393262912e+01
2.024171941281055709e+01 1.749176399405450510e+01 2.224372561888013422e+01
2.265834814355055471e+01 3.121949548624599302e+01 1.786850278217877275e+01
1.655004768408960558e+01 2.383273763649000898e+01 2.854921335763969381e+01
1.635029339702739648e+01 2.219299895658249611e+01 2.540780362893986322e+01
2.844921507678617090e+01 3.328586351298501000e+01 3.074299706062272719e+01
3.577231568318741495e+01 2.313812223074140562e+01 2.540489628934824040e+01
2.612874593498869658e+01 1.848133451594441823e+01 3.253975724303727901e+01
3.508898268202921145e+01 2.144574407070923527e+01 2.604891405513595615e+01
3.345007865888792509e+01 1.927922611561287169e+01 2.623361317620711830e+01
1.991730262372278304e+01 2.134889023082779502e+01 3.310054379874894437e+01
3.440211806061472544e+01 2.058858977343465568e+01 2.310691955270623410e+01
3.112194146739106060e+01 2.872545794908459627e+01 1.821608398103696302e+01
2.612564951046310213e+01 2.825257345396796538e+01 1.646383659083646123e+01
3.393668559140505891e+01 2.746928384653189781e+01 3.036312519040304636e+01
2.077129743395676087e+01 3.438546354233351821e+01 2.746408857965677797e+01
1.850247798704386781e+01 3.122280349753583550e+01 2.924818956897420108e+01
2.391693784671801382e+01 3.377294525724304464e+01 1.958884152049134286e+01
2.836497106175663063e+01 1.932419707097987782e+01 1.825633232680317164e+01
2.353384044698634270e+01 2.691086301447028362e+01 1.623356083988367615e+01
2.319076882956028030e+01 3.524011382324086128e+01 2.210104748646542916e+01
1.641455946302970759e+01 2.246058683501207653e+01 2.683069449872981238e+01
3.156266043478042960e+01 3.313163956531017362e+01 2.289132628526051860e+01
2.829800674650842396e+01 1.648953495849634976e+01 2.376513598197833232e+01
3.052927109585296606e+01 2.772868527089049451e+01 3.373655089121453443e+01
3.539777149308142867e+01 2.422197922832227945e+01 2.205721495361927609e+01
2.641198151453760090e+01 1.608121743061040476e+01 2.528057260642402682e+01
2.767590568929198369e+01 3.342138012528167224e+01 3.099489638137136893e+01
3.573373662293860065e+01 2.534053993827223294e+01 2.297366922998470073e+01
2.902737039747977121e+01 1.690151045407149510e+01 2.750135465404758861e+01
2.318903907057062597e+01 1.880198093317685704e+01 3.277250400460168578e+01
2.442743894508111069e+01 2.084780383180823549e+01 3.479868763752706684e+01
2.595278254241166849e+01 1.847244575142860867e+01 1.843969813003494806e+01
2.987916577951772013e+01 2.739494877787781846e+01 3.425966051099359078e+01
1.909787592603735717e+01 3.336824846184462245e+01 2.484257447292999643e+01
3.196127263674951280e+01 3.116372800066918458e+01 2.039867086913494276e+01
3.192412871542511610e+01 1.801660723690420340e+01 2.418939467043809799e+01
2.304061456135033126e+01 2.308124892284245178e+01 3.552237659905036793e+01
2.037044144908557186e+01 3.449775860512747272e+01 2.485257985000258785e+01
3.440517350945098940e+01 2.878647002026094270e+01 2.169233624966664919e+01
2.152677488806060069e+01 3.473766389474677396e+01 2.773920023806424595e+01
2.126371522530636682e+01 3.318656732277605670e+01 2.007300957332453706e+01
2.432786812124934173e+01 2.002368242130478393e+01 1.723683422794551134e+01
2.083892480287232019e+01 2.016251871072405066e+01 1.812851548144944758e+01
3.033124771294167843e+01 2.083985761327694775e+01 1.811431637082195678e+01
1.843035064918313637e+01 2.626240960882708464e+01 1.852274080938187240e+01
3.030844357464230043e+01 2.994387441527979732e+01 1.829832669785387367e+01
2.285203681780807727e+01 1.653223211162302775e+01 2.789687767095778170e+01
2.552512588951205430e+01 1.789526330813852084e+01 1.904240281079048103e+01
1.696173107149406434e+01 2.155526748929908365e+01 2.200862001622381214e+01
2.580567446926262676e+01 1.933187202200569743e+01 3.356553236706319865e+01
1.601692958987479898e+01 2.539072142695452072e+01 2.448194478996864376e+01
1.654388612386546953e+01 2.367680436747903983e+01 2.846345715337367110e+01
1.867639411302576846e+01 2.843148732195405870e+01 1.887589449126986096e+01
3.338720686359735623e+01 2.626922287469575323e+01 1.922452456795633680e+01
2.817930621781769318e+01 2.754504754108357645e+01 1.666057883544580775e+01
3.288821478339443871e+01 2.649187625586052164e+01 1.881711723129541980e+01
1.947495665623825545e+01 1.868153546461346792e+01 2.076789573251910781e+01
2.208692109789202362e+01 3.251045183417981832e+01 1.895749859460350351e+01
1.964436578580026804e+01 2.469487161123290164e+01 1.745071309809257443e+01
3.074259267928299622e+01 2.155364168665992963e+01 1.798838599119441994e+01
2.504435303281182001e+01 3.596291497415057847e+01 2.422172858080263680e+01
1.862445002308237108e+01 2.950688176657874351e+01 1.947163390789732418e+01
2.533674956554152402e+01 1.630654011210778620e+01 2.235908790344115005e+01
2.634582360934515322e+01 3.589348099089450983e+01 2.506839212805752126e+01
3.385603339625228614e+01 2.948494401627487349e+01 2.895289733566253076e+01
